0,0,0,0,0,0,0
0.01,0.007227,-0.110414,0.689673,-0.001094,-0.002555,-0.005414
0.02,0.007181,-0.110334,0.689702,0.001927,-0.018314,-0.00664
0.03,0.00705,-0.10928,0.689714,-0.001209,-0.050346,-0.007882
0.04,0.006897,-0.109382,0.689696,-0.001057,-0.050448,-0.007892
0.05,0.006643,-0.107313,0.689681,-0.002866,-0.096792,-0.012046
0.06,0.006488,-0.107393,0.689689,-0.00822,-0.121026,-0.015365
0.07,0.006267,-0.1075,0.689687,-0.008001,-0.121133,-0.015375
0.08,0.005971,-0.107687,0.689667,-0.007264,-0.11401,-0.000104
0.09,0.005718,-0.107901,0.68966,-0.001825,-0.109873,0.002225
0.1,0.005536,-0.108082,0.689663,-0.001643,-0.110054,0.002206
0.11,0.005392,-0.108264,0.689678,-0.000675,-0.094869,0.000066
0.12,0.005269,-0.108451,0.689699,0.003871,-0.098335,-0.008208
0.13,0.005282,-0.108499,0.689742,0.002241,-0.109034,-0.028691
0.14,0.005299,-0.108473,0.689774,-0.002353,-0.128936,-0.029512
0.15,0.005332,-0.108415,0.689811,-0.005667,-0.152072,-0.020396
0.16,0.005396,-0.108394,0.689838,-0.005731,-0.152051,-0.020394
0.17,0.005487,-0.108379,0.689861,0.000756,-0.162747,-0.021751
0.18,0.005549,-0.108326,0.689872,0.000694,-0.162695,-0.021746
0.19,0.005591,-0.108273,0.689882,0.004925,-0.160872,-0.016659
0.2,0.005604,-0.108268,0.689882,0.001295,-0.155451,-0.012371
0.21,0.005565,-0.108322,0.689882,-0.002419,-0.156161,-0.00844
0.22,0.005485,-0.10843,0.689849,-0.004964,-0.155932,-0.011183
0.23,0.005373,-0.108569,0.689821,-0.00641,-0.150516,-0.019956
0.24,0.005235,-0.108714,0.689788,-0.001816,-0.14979,-0.017453
0.25,0.005098,-0.108874,0.689776,-0.001681,-0.14995,-0.01747
0.26,0.004941,-0.109051,0.689764,0.001253,-0.149454,-0.015382
0.27,0.004724,-0.104778,0.689747,-0.001265,-0.14609,-0.017306
0.28,0.004552,-0.104927,0.68975,0.000447,-0.145888,-0.019991
0.29,0.004368,-0.105093,0.689738,-0.003657,-0.146556,-0.020587
0.3,0.003944,-0.100651,0.689714,-0.006656,-0.151507,-0.024539
0.31,0.003697,-0.100838,0.689705,-0.006409,-0.151693,-0.024557
0.32,0.003395,-0.096513,0.689687,-0.001014,-0.149434,-0.022161
0.33,0.003151,-0.092406,0.689698,0.001318,-0.14304,-0.026168
0.34,0.003014,-0.088712,0.689711,0.004184,-0.131183,-0.017792
0.35,0.002927,-0.085477,0.689739,0.003629,-0.115189,-0.01336
0.36,0.002767,-0.082373,0.689762,-0.000178,-0.110524,-0.007194
0.37,0.002466,-0.079638,0.689805,-0.00551,-0.100428,0.006181
0.38,0.002109,-0.07718,0.689849,-0.009488,-0.092851,0.010525
0.39,0.001871,-0.075069,0.689899,-0.008595,-0.081605,-0.001491
0.4,0.001821,-0.073324,0.689945,-0.003784,-0.070085,-0.004932
0.41,0.001812,-0.071622,0.689958,-0.002143,-0.069562,-0.010836
0.42,0.001916,-0.07018,0.689963,0.001522,-0.058648,-0.01995
0.43,0.001998,-0.068726,0.689961,0.000814,-0.059364,-0.010282
0.44,0.002006,-0.068869,0.689951,-0.001406,-0.058362,-0.003944
0.45,0.001944,-0.069119,0.68993,0.001799,-0.058504,-0.00387
0.46,0.001903,-0.069358,0.689914,0.00184,-0.058743,-0.003886
0.47,0.001939,-0.069554,0.689931,-0.001156,-0.044763,-0.02334
0.48,0.001888,-0.068544,0.689944,-0.002005,-0.045297,-0.009506
0.49,0.001871,-0.068815,0.689966,-0.001989,-0.045567,-0.009525
0.5,0.00186,-0.069107,0.689994,0.0017,-0.035178,-0.006814
0.51,0.001833,-0.069383,0.690026,0.002184,-0.02674,-0.011883
0.52,0.001832,-0.069601,0.690048,0.002185,-0.026957,-0.011899
0.53,0.001862,-0.069722,0.690054,0.001957,-0.025324,-0.009969
0.54,0.001988,-0.069325,0.690067,0.002732,-0.015314,-0.000695
0.55,0.002012,-0.069351,0.690067,0.002143,-0.020467,0.000264
0.56,0.002128,-0.069055,0.690068,0.002073,-0.013214,-0.000097
0.57,0.002188,-0.068778,0.690065,0.000503,-0.013914,-0.000688
0.58,0.002175,-0.068726,0.690063,-0.001636,-0.007423,0.006365
0.59,0.002315,-0.068948,0.690075,0.002268,0.000625,0.008058
0.6,0.002493,-0.069255,0.690094,0.002838,0.002563,0.008571
0.61,0.002697,-0.069737,0.690116,0.003551,0.008186,0.002342
0.62,0.002738,-0.070039,0.690134,-0.000305,0.017756,0.002107
0.63,0.002749,-0.070358,0.690162,-0.001674,0.008832,-0.000921
0.64,0.002758,-0.070693,0.690174,0.002071,0.011413,-0.0045
0.65,0.00292,-0.071184,0.690188,0.005403,0.006208,-0.004353
0.66,0.003061,-0.071987,0.690184,0.004806,0.017568,-0.005448
0.67,0.003066,-0.072359,0.690133,0.004801,0.017197,-0.005475
0.68,0.003192,-0.073058,0.690049,0.006018,0.014501,-0.005831
0.69,0.003419,-0.073822,0.689934,0.007455,0.015479,0.000124
0.7,0.003624,-0.074423,0.689772,0.007693,0.007494,0.007815
0.71,0.003748,-0.075168,0.689564,0.007111,0.011863,0.003486
0.72,0.003754,-0.07578,0.689319,0.004451,0.006278,-0.00129
0.73,0.003647,-0.076266,0.689032,0.004558,0.005794,-0.001327
0.74,0.003568,-0.077093,0.688717,0.000715,0.012018,-0.008454
0.75,0.003502,-0.077641,0.688385,-0.001431,0.007352,-0.013913
0.76,0.003272,-0.078082,0.687981,-0.007687,0.003372,-0.010193
0.77,0.003221,-0.078574,0.68753,-0.007636,0.002882,-0.010232
0.78,0.003036,-0.079191,0.687022,-0.004171,-0.002128,-0.00175
0.79,0.002967,-0.079976,0.68646,-0.004102,-0.00291,-0.001812
0.8,0.002836,-0.080487,0.685829,-0.005345,-0.009218,0.000619
0.81,0.002644,-0.081092,0.685177,-0.007259,-0.008738,0.008231
0.82,0.002699,-0.082101,0.684516,-0.007313,-0.009744,0.008148
0.83,0.002321,-0.08339,0.683769,-0.00625,0.003544,0.004472
0.84,0.002312,-0.084844,0.683021,-0.004882,0.00089,0.001604
0.85,0.002433,-0.086253,0.682289,-0.005003,-0.000514,0.001483
0.86,0.00246,-0.087573,0.681551,-0.005212,-0.008283,0.005763
0.87,0.002474,-0.089075,0.680793,-0.009971,-0.004317,-0.000916
0.88,0.002755,-0.090779,0.680055,-0.010251,-0.006013,-0.00107
0.89,0.002639,-0.092532,0.679283,-0.013461,-0.001519,-0.004617
0.9,0.002621,-0.094003,0.678522,-0.006393,-0.015022,0.002112
0.91,0.002662,-0.095903,0.677753,-0.006434,-0.016914,0.001932
0.92,0.002601,-0.097466,0.676981,-0.001231,-0.019446,0.010174
